LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2008
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"171880 Sampaio";-;-;-;-;-;1;-;-;-;-;-;-;1
"171884 Sandolândia";-;1;2;-;1;-;-;-;-;-;-;1;5
"171886 Santa Fé do Araguaia";-;-;-;-;-;-;-;-;-;-;1;-;1
"171888 Santa Maria do Tocantins";-;-;-;-;-;1;-;-;-;-;1;-;2
"171889 Santa Rita do Tocantins";-;-;-;-;-;-;-;-;1;-;-;-;1
"172000 Santa Terezinha do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"172010 São Bento do Tocantins";-;-;-;-;-;-;-;1;1;1;-;-;3
"172020 São Miguel do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"172025 São Salvador do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172030 São Sebastião do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"172065 Silvanópolis";-;-;-;-;-;-;2;-;-;1;-;-;3
"172080 Sítio Novo do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"172090 Taguatinga";-;2;-;1;-;-;1;1;-;-;-;-;5
"172097 Talismã";-;-;-;-;-;-;1;-;-;-;1;-;2
"172110 Tocantínia";-;1;2;-;1;1;-;2;2;3;2;-;14
"172120 Tocantinópolis";-;1;-;1;2;-;-;2;-;3;-;-;9
"172125 Tupirama";-;-;-;-;-;-;-;1;-;-;-;-;1
"172208 Wanderlândia";-;-;1;-;-;-;-;-;1;-;-;-;2
"172210 Xambioá";-;2;1;-;-;2;-;-;2;-;1;-;8
"210005 Açailândia";3;2;-;3;1;2;1;4;4;8;2;1;31
"210010 Afonso Cunha";-;1;-;-;-;-;-;-;-;-;-;-;1
"210020 Alcântara";1;1;2;2;-;-;2;-;1;1;-;1;11
"210030 Aldeias Altas";1;-;-;-;1;-;1;-;1;1;1;1;7
"210040 Altamira do Maranhão";-;-;-;-;-;-;1;-;-;-;-;1;2
"210043 Alto Alegre do Maranhão";1;3;1;2;-;2;1;1;1;-;3;2;17
"210047 Alto Alegre do Pindaré";8;-;2;-;2;1;2;3;4;3;5;1;31
"210055 Amapá do Maranhão";1;-;-;-;-;1;-;1;2;1;-;-;6
"210060 Amarante do Maranhão";5;3;-;-;1;2;-;1;5;-;-;1;18
"210080 Anapurus";1;5;4;9;2;2;5;3;3;9;1;4;48
"210087 Araguanã";1;1;-;-;-;-;-;-;-;-;1;-;3
"210095 Arame";4;2;1;1;-;-;1;4;3;4;2;3;25
"210110 Axixá";1;1;4;3;1;-;4;-;-;-;2;2;18
"210120 Bacabal";-;-;1;-;-;1;-;-;-;-;1;-;3
"210125 Bacabeira";1;-;-;-;-;-;-;-;1;-;-;-;2
"210130 Bacuri";-;-;-;-;-;1;-;-;-;-;-;-;1
"210140 Balsas";1;2;1;5;4;-;4;3;-;1;1;1;23
"210150 Barão de Grajaú";2;1;-;-;-;-;-;-;-;-;-;-;3
"210160 Barra do Corda";2;3;1;-;-;-;2;2;2;1;3;2;18
"210170 Barreirinhas";9;3;-;-;2;3;2;3;3;13;22;14;74
"210177 Bela Vista do Maranhão";-;-;-;-;-;-;1;-;-;-;1;1;3
"210200 Bom Jardim";2;3;-;-;1;1;1;1;1;3;-;2;15
"210203 Bom Jesus das Selvas";3;5;3;3;-;1;-;-;-;1;-;1;17
"210210 Brejo";1;2;2;2;2;-;-;2;-;-;1;-;12
"210215 Brejo de Areia";7;1;3;-;1;-;1;1;1;1;2;1;19
"210220 Buriti";1;-;1;-;1;1;1;1;1;1;2;1;11
"210230 Buriti Bravo";-;-;-;1;-;-;-;1;-;-;-;-;2
"210232 Buriticupu";7;4;2;-;2;-;3;7;2;-;2;3;32
"210235 Buritirana";-;-;-;-;-;1;-;2;-;1;1;3;8
"210237 Cachoeira Grande";1;-;1;-;1;-;1;1;-;-;-;1;6
"210260 Cândido Mendes";1;1;3;5;1;1;3;3;-;-;2;-;20
"210270 Cantanhede";2;2;1;1;1;-;1;-;1;-;-;-;9
"210280 Carolina";3;-;2;1;2;-;2;1;-;-;-;1;12
"210290 Carutapera";1;7;-;-;2;-;-;1;-;1;2;-;14
"210300 Caxias";2;1;2;-;2;1;2;2;4;-;1;-;17
"210310 Cedral";4;1;1;-;-;-;-;-;-;1;-;1;8
"210315 Centro do Guilherme";3;2;-;-;-;-;-;-;-;-;1;3;9
"210317 Centro Novo do Maranhão";4;3;-;-;-;2;2;1;2;2;4;4;24
"210320 Chapadinha";6;4;3;5;-;4;1;4;9;1;2;2;41
"210325 Cidelândia";-;2;-;-;1;-;1;-;5;2;1;-;12
"210330 Codó";4;1;-;3;2;1;2;-;1;2;2;3;21
"210340 Coelho Neto";2;1;2;1;1;1;1;-;1;1;-;-;11
"210350 Colinas";4;-;2;-;3;3;4;-;5;3;3;2;29
"210360 Coroatá";-;-;-;2;1;-;1;-;-;-;1;-;5
"210370 Cururupu";2;-;-;2;-;-;-;-;-;-;-;-;4
"210375 Davinópolis";-;-;-;-;-;-;-;-;2;-;-;-;2
"210380 Dom Pedro";-;-;2;-;-;1;1;1;-;-;-;-;5
"210400 Esperantinópolis";1;-;-;-;-;-;-;1;-;-;-;-;2
"210407 Feira Nova do Maranhão";1;1;2;-;-;-;-;-;-;-;-;-;4
"210408 Fernando Falcão";1;2;-;1;-;-;-;-;1;-;-;-;5
"210409 Formosa da Serra Negra";1;1;2;-;-;-;1;-;-;-;-;-;5
"210410 Fortaleza dos Nogueiras";-;-;-;-;1;-;-;-;-;-;-;-;1
"210420 Fortuna";2;1;3;2;-;1;-;1;2;-;-;-;12
"210430 Godofredo Viana";-;-;1;-;2;-;-;-;-;-;-;-;3
"210440 Gonçalves Dias";2;-;-;2;1;1;-;1;3;-;-;2;12
"210450 Governador Archer";1;-;-;-;1;-;-;-;-;-;1;-;3
"210455 Governador Edison Lobão";4;1;-;-;-;-;1;-;-;-;-;-;6
"210460 Governador Eugênio Barros";1;1;1;1;-;-;1;-;2;-;1;-;8
"210465 Governador Newton Bello";-;-;-;-;-;1;-;1;1;3;2;-;8
"210467 Governador Nunes Freire";8;5;5;6;1;-;-;1;1;1;-;1;29
"210470 Graça Aranha";-;-;-;-;-;-;-;-;-;2;-;-;2
"210480 Grajaú";-;1;1;-;-;1;1;2;-;3;1;3;13
"210490 Guimarães";2;1;-;-;-;-;-;1;-;-;-;-;4
"210500 Humberto de Campos";-;-;-;-;-;-;2;-;-;-;-;-;2
"210510 Icatu";3;4;2;-;1;-;1;-;-;-;2;2;15
"210520 Igarapé Grande";-;-;-;-;-;-;-;-;-;-;1;-;1
"210530 Imperatriz";-;1;1;1;-;3;2;1;2;-;3;1;15
"210535 Itaipava do Grajaú";2;2;1;-;-;-;1;-;-;-;-;-;6
"210540 Itapecuru Mirim";1;-;2;2;-;2;-;-;1;-;-;1;9
"210542 Itinga do Maranhão";5;2;1;3;1;2;1;3;6;6;5;2;37
"210545 Jatobá";-;-;-;1;-;1;-;1;-;1;-;-;4
"210547 Jenipapo dos Vieiras";-;-;-;-;-;-;-;-;-;2;-;-;2
"210550 João Lisboa";-;1;-;-;-;-;-;1;-;1;-;-;3
"210560 Joselândia";-;-;-;-;-;-;1;1;-;1;-;-;3
"210565 Junco do Maranhão";1;-;-;-;-;-;-;-;-;-;-;1;2
"210570 Lago da Pedra";2;-;2;1;-;1;-;1;-;-;-;-;7
"210580 Lago do Junco";-;-;1;-;-;-;-;-;-;-;-;-;1
"210592 Lagoa do Mato";-;-;-;-;-;-;-;-;1;-;-;-;1
"210596 Lagoa Grande do Maranhão";1;-;3;-;-;-;2;-;-;-;-;-;6
"210598 Lajeado Novo";-;-;-;-;-;-;-;-;-;-;1;-;1
"210620 Luís Domingues";-;3;6;-;1;3;1;-;-;-;1;-;15
"210630 Magalhães de Almeida";-;-;-;2;-;-;-;-;-;1;-;-;3
"210632 Maracaçumé";1;-;1;1;3;1;3;1;-;-;-;-;11
"210635 Marajá do Sena";-;1;-;1;1;-;-;2;3;-;-;1;9
"210637 Maranhãozinho";-;-;-;-;-;-;1;-;-;-;1;1;3
"210640 Mata Roma";2;2;1;-;3;-;1;2;-;2;-;-;13
"210660 Matões";-;2;2;-;1;-;-;2;-;-;1;2;10
"210667 Milagres do Maranhão";-;-;-;-;-;1;-;1;-;1;-;-;3
"210670 Mirador";5;-;-;2;3;2;-;1;2;-;-;2;17
"210680 Mirinzal";1;-;-;-;-;-;-;-;-;-;-;2;3
"210690 Monção";-;-;-;-;-;-;-;-;-;1;-;-;1
"210700 Montes Altos";1;-;-;1;1;-;-;1;-;1;-;-;5
"210710 Morros";-;-;-;-;2;-;-;-;1;1;2;3;9
"210720 Nina Rodrigues";-;-;-;1;-;-;-;1;-;-;-;1;3
"210725 Nova Colinas";-;-;-;-;-;-;-;-;-;-;-;3;3
"210730 Nova Iorque";-;-;-;-;-;-;-;-;1;-;1;-;2
"210735 Nova Olinda do Maranhão";-;1;1;-;-;-;-;-;-;1;-;-;3
"210740 Olho d'Água das Cunhãs";-;-;-;-;-;1;-;-;-;-;-;-;1
"210745 Olinda Nova do Maranhão";-;-;2;-;-;-;-;-;-;-;-;-;2
"210770 Paraibano";2;-;1;1;1;4;-;1;1;2;2;-;15
"210790 Passagem Franca";1;-;-;1;1;-;1;1;-;-;-;-;5
"210800 Pastos Bons";3;3;-;1;-;-;-;1;-;2;2;-;12
"210805 Paulino Neves";-;-;-;-;-;-;-;-;-;-;-;1;1
"210810 Paulo Ramos";2;3;-;3;2;1;3;3;2;4;2;-;25
"210820 Pedreiras";-;-;-;-;-;-;1;-;-;-;-;-;1
"210825 Pedro do Rosário";12;1;-;1;1;1;1;-;-;-;1;1;19
"210845 Peritoró";-;-;1;1;-;-;-;-;-;-;-;-;2
"210850 Pindaré-Mirim";-;-;-;-;-;-;-;-;-;-;1;1;2
"210860 Pinheiro";1;2;-;-;-;1;-;1;-;-;-;-;5
"210900 Porto Franco";-;-;1;1;1;1;-;-;-;-;-;-;4
"210905 Porto Rico do Maranhão";3;-;2;1;1;1;-;1;-;-;-;-;9
"210910 Presidente Dutra";2;-;-;1;1;1;-;2;-;-;-;-;7
"210920 Presidente Juscelino";2;-;1;1;-;-;2;1;-;1;-;1;9
"210923 Presidente Médici";-;-;-;-;-;-;-;-;-;1;-;-;1
"210930 Presidente Vargas";-;-;-;-;-;-;-;1;-;-;-;-;1
"210940 Primeira Cruz";3;-;-;-;-;-;-;-;-;-;-;-;3
"210950 Riachão";-;4;1;-;1;1;1;-;-;1;-;1;10
"210955 Ribamar Fiquene";1;-;-;-;-;-;-;-;-;-;1;-;2
"210960 Rosário";1;2;2;-;-;-;2;4;1;4;1;1;18
"210980 Santa Helena";-;1;-;-;-;-;-;-;-;-;-;1;2
"210990 Santa Inês";-;-;-;-;-;-;1;-;1;-;1;-;3
"211000 Santa Luzia";15;9;7;2;8;1;-;2;2;7;4;3;60
"211003 Santa Luzia do Paruá";1;3;-;-;-;-;-;-;-;2;-;-;6
"211010 Santa Quitéria do Maranhão";4;4;4;5;8;6;7;1;2;4;2;3;50
"211020 Santa Rita";-;-;-;1;1;-;-;-;-;-;-;-;2
"211023 Santana do Maranhão";1;-;-;1;1;-;1;-;-;-;-;1;5
"211027 Santo Amaro do Maranhão";-;-;-;-;-;-;-;-;-;1;-;-;1
"211030 Santo Antônio dos Lopes";1;-;-;-;-;2;-;1;-;1;2;1;8
"211040 São Benedito do Rio Preto";2;2;1;-;-;-;2;1;-;-;2;2;12
"211050 São Bento";1;-;-;-;-;-;-;-;-;-;-;-;1
"211060 São Bernardo";-;-;1;1;-;-;1;1;1;1;1;-;7
"211065 São Domingos do Azeitão";1;2;-;-;-;-;-;1;-;1;-;2;7
"211070 São Domingos do Maranhão";3;5;2;4;5;6;1;3;5;2;3;3;42
"211080 São Félix de Balsas";1;-;-;-;-;-;-;-;-;-;-;-;1
"211085 São Francisco do Brejão";1;-;1;-;-;-;-;-;-;-;-;-;2
"211102 São João do Carú";3;1;1;-;-;-;1;-;-;3;-;2;11
"211105 São João do Paraíso";1;-;-;-;-;-;-;-;-;1;1;1;4
"211107 São João do Soter";-;-;-;-;-;-;-;-;-;-;-;1;1
"211110 São João dos Patos";1;1;6;-;7;-;4;-;2;1;-;2;24
"211120 São José de Ribamar";-;-;1;-;-;-;-;-;-;-;-;-;1
"211130 São Luís";1;1;-;-;-;-;-;-;-;-;-;-;2
"211140 São Luís Gonzaga do Maranhão";-;1;-;2;1;-;-;1;-;-;-;-;5
"211150 São Mateus do Maranhão";-;-;-;-;-;-;-;1;-;-;-;-;1
"211153 São Pedro da Água Branca";1;-;1;-;-;-;-;-;-;-;-;-;2
"211157 São Pedro dos Crentes";-;1;-;-;-;-;-;-;-;-;-;-;1
"211160 São Raimundo das Mangabeiras";-;-;1;-;-;-;-;-;1;-;1;1;4
"211163 São Raimundo do Doca Bezerra";1;-;-;-;-;-;-;-;-;-;-;-;1
"211167 São Roberto";-;-;1;-;-;-;-;-;-;-;-;-;1
"211170 São Vicente Ferrer";-;-;-;-;-;-;-;1;-;-;-;-;1
"211176 Senador La Rocque";1;-;-;-;-;-;-;1;-;-;-;-;2
"211178 Serrano do Maranhão";-;1;1;1;-;-;-;-;-;-;-;-;3
"211180 Sítio Novo";2;-;-;1;-;1;-;-;1;1;-;-;6
"211190 Sucupira do Norte";1;3;2;1;1;2;-;-;-;-;-;-;10
"211195 Sucupira do Riachão";-;-;-;-;-;1;-;-;-;-;-;-;1
"211210 Timbiras";1;-;2;-;-;-;-;-;-;-;1;-;4
"211220 Timon";1;-;-;1;2;-;-;-;1;-;2;-;7
"211223 Trizidela do Vale";-;1;-;-;1;2;1;-;-;-;-;-;5
"211227 Tufilândia";-;-;-;-;-;-;-;1;-;-;-;-;1
"211230 Tuntum";-;-;2;-;-;-;-;-;-;1;-;-;3
"211240 Turiaçu";1;3;2;4;2;2;1;-;-;-;1;2;18
"211245 Turilândia";-;-;-;1;-;-;-;-;-;-;-;-;1
"211250 Tutóia";1;5;3;2;1;1;1;-;1;1;-;-;16
"211260 Urbano Santos";2;5;5;5;6;2;2;2;7;-;-;6;42
"211270 Vargem Grande";-;1;-;-;-;-;-;1;1;-;2;-;5
"211280 Viana";-;1;1;-;-;-;-;-;1;1;-;-;4
"211285 Vila Nova dos Martírios";1;-;-;-;-;-;-;-;-;-;-;-;1
"211290 Vitória do Mearim";-;-;-;-;-;-;-;1;1;-;-;-;2
"211300 Vitorino Freire";-;2;-;-;-;-;-;1;-;-;1;3;7
"211400 Zé Doca";11;1;5;5;-;1;4;3;4;11;13;8;66
"210000 Município ignorado - MA";-;-;-;1;-;-;-;-;-;-;-;-;1
"220040 Altos";1;2;6;2;3;2;1;3;5;3;-;-;28
"220100 Arraial";-;-;-;1;-;-;-;-;-;-;-;-;1
"220110 Avelino Lopes";-;-;-;-;-;-;-;-;1;-;-;-;1
"220115 Baixa Grande do Ribeiro";-;1;1;-;1;-;-;-;-;-;-;-;3
"220120 Barras";-;1;-;-;-;-;-;-;-;-;-;-;1
"220140 Barro Duro";-;-;3;-;-;-;-;-;-;-;-;-;3
"220150 Batalha";-;1;-;-;-;-;-;-;-;-;-;-;1
"220177 Boa Hora";-;-;-;1;-;-;-;-;-;-;-;-;1
"220205 Cabeceiras do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"220370 Esperantina";-;-;1;1;-;-;-;-;1;-;-;-;3
"220450 Guadalupe";-;-;-;-;1;-;-;-;-;-;-;-;1
"220480 Ipiranga do Piauí";1;-;-;-;-;-;-;-;-;1;-;-;2
"220540 Joaquim Pires";-;1;-;-;-;-;-;-;-;-;-;-;1
"220557 Lagoa de São Francisco";-;-;-;-;-;1;-;-;-;-;-;-;1
"220580 Luzilândia";-;-;1;-;-;-;-;-;-;-;-;-;1
"220585 Madeiro";-;-;-;-;-;-;1;-;-;-;-;-;1
"220590 Manoel Emídio";-;-;1;1;-;-;2;-;-;-;-;-;4
"220680 Nossa Senhora dos Remédios";-;-;-;-;-;-;-;-;1;-;-;-;1
"220750 Palmeirais";-;1;-;-;-;-;-;-;-;-;-;-;1
"220770 Parnaíba";-;-;-;-;-;-;-;-;1;-;1;-;2
"220790 Pedro II";-;-;-;1;-;2;-;-;-;-;-;-;3
"220840 Piripiri";-;-;-;-;-;-;1;-;-;-;-;-;1
"220987 São João da Fronteira";-;-;-;-;-;-;-;-;1;-;-;-;1
"221000 São João do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;1
"221040 São Miguel do Tapuio";-;-;-;-;-;1;-;-;-;-;-;-;1
"221100 Teresina";3;1;2;1;-;-;1;1;1;1;2;2;15
"221120 Uruçuí";1;-;-;-;-;-;-;-;-;1;-;-;2
"230020 Acaraú";-;-;1;-;-;-;-;-;-;-;-;-;1
"230050 Alcântaras";-;-;-;-;-;1;-;-;-;-;-;-;1
"230100 Aquiraz";-;-;-;-;-;-;-;1;-;-;1;-;2
"230110 Aracati";-;-;-;-;-;-;-;-;-;-;1;-;1
"230140 Aratuba";10;3;4;4;8;4;9;2;3;3;11;4;65
"230190 Barbalha";-;-;1;1;-;-;-;4;3;2;-;1;12
"230205 Barroquinha";-;-;-;1;-;-;-;-;-;-;-;-;1
"230210 Baturité";3;1;-;1;2;1;-;-;2;-;-;-;10
"230230 Bela Cruz";-;1;-;-;-;-;-;1;-;-;-;-;2
"230250 Brejo Santo";-;-;-;-;-;-;-;1;-;-;-;-;1
"230260 Camocim";-;-;-;-;-;-;-;-;-;-;1;-;1
"230280 Canindé";-;-;-;1;-;-;-;-;-;-;-;-;1
"230290 Capistrano";2;-;1;1;1;1;2;-;-;-;-;-;8
"230320 Caririaçu";-;-;-;1;-;-;-;-;-;-;-;-;1
"230340 Carnaubal";-;-;-;-;-;-;2;1;-;-;-;-;3
"230350 Cascavel";-;1;-;1;-;-;-;-;-;1;-;-;3
"230390 Chaval";-;-;1;-;-;-;-;1;-;-;-;-;2
"230395 Chorozinho";-;-;-;-;-;-;-;-;1;-;-;-;1
"230400 Coreaú";-;-;-;-;-;1;-;-;1;-;-;-;2
"230420 Crato";6;1;2;1;-;2;1;6;6;5;5;2;37
"230423 Croatá";3;-;2;-;-;1;2;-;-;-;1;-;9
"230428 Eusébio";-;-;-;-;-;-;-;-;1;-;-;-;1
"230430 Farias Brito";2;1;1;-;-;-;-;1;-;-;-;-;5
"230440 Fortaleza";-;-;1;-;1;-;-;2;4;3;1;1;13
"230450 Frecheirinha";-;-;1;-;1;2;-;-;-;-;-;-;4
"230465 Graça";1;1;-;1;-;-;-;-;1;-;-;-;4
"230470 Granja";-;-;-;-;-;-;2;1;-;-;-;1;4
"230500 Guaraciaba do Norte";-;5;2;1;5;4;1;1;4;2;2;2;29
"230510 Guaramiranga";-;-;-;2;2;-;6;2;1;-;1;-;14
"230520 Hidrolândia";-;-;-;-;-;1;-;-;-;-;-;-;1
"230523 Horizonte";-;-;-;-;1;-;-;-;-;-;-;-;1
"230530 Ibiapina";5;6;4;1;2;3;-;1;7;1;1;4;35
"230550 Iguatu";-;-;-;-;-;1;-;1;-;-;-;-;2
"230580 Ipu";2;1;1;-;-;-;2;1;3;1;4;2;17
"230590 Ipueiras";-;-;-;-;-;-;-;-;-;-;-;1;1
"230630 Itapagé";9;3;3;9;1;8;9;2;7;7;15;6;79
"230640 Itapipoca";-;3;3;2;-;-;-;-;-;1;1;-;10
"230710 Jardim";-;1;1;3;-;1;-;-;-;1;-;2;9
"230730 Juazeiro do Norte";3;1;3;-;-;2;1;2;3;-;-;-;15
"230740 Jucás";-;1;-;-;-;-;-;-;-;-;-;-;1
"230765 Maracanaú";-;-;-;-;-;-;-;1;1;-;-;-;2
"230770 Maranguape";-;-;-;-;-;-;-;1;1;-;1;-;3
"230790 Martinópole";-;-;-;-;-;1;-;-;-;-;-;-;1
"230800 Massapê";-;-;1;-;2;1;-;-;2;-;-;-;6
"230810 Mauriti";6;-;-;-;-;-;-;1;-;-;-;-;7
"230820 Meruoca";-;2;4;2;2;3;2;2;3;1;2;1;24
"230830 Milagres";-;-;1;-;-;-;-;-;-;-;-;-;1
"230840 Missão Velha";-;-;-;1;-;-;-;1;-;-;-;-;2
"230900 Mucambo";-;-;-;-;-;-;1;-;1;-;-;-;2
"230910 Mulungu";5;2;2;2;-;-;3;2;3;4;2;3;28
"230920 Nova Olinda";1;1;-;-;-;-;-;-;-;-;1;-;3
"230930 Nova Russas";1;-;-;-;-;-;-;-;-;-;-;-;1
"230960 Pacajus";-;-;-;-;-;-;-;-;-;1;-;-;1
"230970 Pacatuba";-;-;-;-;-;-;1;-;-;-;-;-;1
"230980 Pacoti";5;5;7;3;6;9;6;6;5;6;2;8;68
"230990 Pacujá";1;1;-;-;-;-;-;-;-;-;-;-;2
"231010 Palmácia";-;1;1;1;-;3;2;2;4;3;2;1;20
"231025 Paraipaba";-;1;-;-;-;-;-;-;-;1;-;-;2
"231050 Pedra Branca";-;-;-;-;-;2;2;-;-;-;-;-;4
"231060 Penaforte";-;-;-;-;-;-;-;-;-;-;1;-;1
"231070 Pentecoste";-;-;-;-;1;-;-;-;-;-;-;-;1
"231080 Pereiro";-;-;-;-;-;-;-;-;-;-;-;3;3
"231085 Pindoretama";-;-;-;-;-;-;-;-;-;-;-;1;1
"231110 Porteiras";-;-;-;-;-;1;-;2;-;-;-;-;3
"231126 Quiterianópolis";-;-;-;-;-;-;1;-;-;-;-;-;1
"231130 Quixadá";-;-;1;-;-;-;-;-;-;-;-;-;1
"231160 Redenção";1;-;-;-;-;-;-;1;2;3;4;2;13
"231170 Reriutaba";-;-;-;-;1;-;-;-;-;-;-;-;1
"231180 Russas";-;-;-;-;1;-;-;-;-;-;-;-;1
"231195 Salitre";-;-;1;-;-;1;-;-;-;-;-;-;2
"231200 Santana do Acaraú";1;-;-;-;-;-;-;-;-;-;-;-;1
"231210 Santana do Cariri";-;-;-;-;-;-;-;-;1;-;1;-;2
"231230 São Benedito";4;4;3;7;6;2;4;1;6;4;4;2;47
"231290 Sobral";2;-;-;1;2;-;1;1;-;-;-;-;7
"231335 Tejuçuoca";-;1;-;-;-;-;-;-;-;-;-;-;1
"231340 Tianguá";5;3;3;3;2;1;-;-;-;-;1;-;18
"231355 Tururu";-;-;-;-;-;-;-;-;-;1;-;-;1
"231360 Ubajara";2;2;2;2;-;3;1;-;3;2;3;-;20
"231375 Umirim";-;-;-;-;-;-;-;-;-;-;1;-;1
"231380 Uruburetama";11;7;-;3;4;3;10;4;15;21;24;11;113
"231390 Uruoca";-;1;-;-;-;-;-;1;-;-;-;-;2
"231410 Viçosa do Ceará";8;3;2;-;1;-;-;1;2;2;2;4;25
"240700 Luís Gomes";-;-;-;-;-;-;-;-;1;-;3;1;5
"250030 Alagoa Grande";-;1;2;1;1;-;-;-;-;-;1;-;6
"250040 Alagoa Nova";3;-;2;1;-;-;2;-;1;1;1;1;12
"250050 Alagoinha";1;-;-;-;-;1;-;-;-;-;-;-;2
"250110 Areia";1;-;1;-;-;1;-;1;-;-;-;-;4
"250250 Boqueirão";-;-;-;-;-;-;1;-;-;-;-;-;1
"250750 João Pessoa";-;-;-;-;1;-;-;-;-;1;-;-;2
"250830 Lagoa Seca";1;-;-;-;-;-;-;-;-;-;-;-;1
"250933 Matinhas";-;1;2;-;-;-;-;-;-;-;3;-;6
"251000 Nazarezinho";1;-;-;-;-;-;-;-;-;-;-;-;1
"251160 Pilões";1;-;-;2;-;-;-;-;-;-;-;1;4
"251170 Pilõezinhos";-;-;-;-;-;1;-;-;-;-;-;-;1
"251290 Rio Tinto";-;-;-;-;2;-;-;-;-;-;-;-;2
"251690 Uiraúna";-;2;-;-;-;-;-;-;-;-;-;-;2
"260005 Abreu e Lima";1;-;-;-;-;-;-;-;-;-;-;-;1
"260040 Água Preta";1;3;3;-;11;2;2;8;1;-;-;-;31
"260050 Águas Belas";-;-;-;-;1;-;-;-;-;-;-;-;1
"260080 Altinho";-;-;-;2;-;-;1;-;-;-;-;-;3
"260090 Amaraji";1;2;4;-;1;2;-;1;1;1;-;-;13
"260105 Araçoiaba";-;-;-;-;2;1;-;-;-;-;-;-;3
"260150 Belém de Maria";-;-;-;-;-;-;1;-;-;-;-;-;1
"260170 Belo Jardim";3;-;2;2;2;1;-;1;-;-;-;-;11
"260210 Bom Conselho";-;2;1;-;-;-;-;-;1;1;-;1;6
"260220 Bom Jardim";-;-;-;-;-;-;-;-;-;-;1;-;1
"260230 Bonito";6;5;5;3;2;-;-;3;-;-;2;-;26
"260260 Brejo da Madre de Deus";1;-;-;-;-;-;-;-;-;-;-;1;2
"260290 Cabo de Santo Agostinho";1;-;-;-;-;-;-;-;-;1;-;-;2
"260410 Caruaru";-;-;-;1;1;-;-;-;-;1;-;-;3
"260420 Catende";-;-;2;3;2;1;2;-;-;-;-;-;10
"260430 Cedro";-;-;-;-;1;1;1;-;-;-;-;-;3
"260440 Chã de Alegria";-;-;-;-;1;-;-;-;-;-;-;1;2
"260450 Chã Grande";-;-;-;-;-;-;-;-;-;-;1;-;1
"260460 Condado";-;-;-;-;-;1;-;-;-;-;-;-;1
"260520 Escada";-;2;1;2;1;2;1;-;-;-;-;1;10
"260540 Feira Nova";-;-;-;-;-;-;-;-;-;1;-;-;1
"260610 Glória do Goitá";-;-;-;-;-;-;-;-;1;-;-;-;1
"260640 Gravatá";-;1;-;-;-;-;-;-;-;-;-;-;1
"260680 Igarassu";1;-;-;-;-;-;-;1;-;1;4;2;9
"260720 Ipojuca";-;1;-;-;-;-;-;3;-;-;-;-;4
"260765 Itambé";-;-;-;-;-;-;1;-;-;-;-;-;1
"260790 Jaboatão dos Guararapes";-;-;-;-;-;1;-;-;-;1;-;-;2
"260795 Jaqueira";-;-;-;-;4;1;-;-;-;-;-;-;5
"260820 Joaquim Nabuco";1;-;-;-;1;-;-;-;1;1;-;-;4
"260870 Lagoa dos Gatos";-;-;-;-;-;-;-;1;-;-;-;-;1
"260900 Macaparana";2;-;-;-;1;1;-;-;-;-;-;-;4
"260910 Machados";-;-;-;1;-;1;-;-;-;-;-;-;2
"260920 Maraial";-;-;-;-;-;-;1;-;-;-;-;-;1
"261430 Moreilândia";-;1;-;-;-;-;-;-;-;-;-;-;1
"260940 Moreno";2;5;-;2;3;-;1;5;-;2;3;2;25
"261000 Palmares";1;3;3;5;9;4;3;1;3;2;-;-;34
"261060 Paudalho";-;-;-;-;-;-;-;-;1;-;-;1;2
"261090 Pesqueira";-;-;1;-;-;-;-;-;-;-;-;-;1
"261130 Pombos";-;-;-;-;-;1;2;2;1;-;-;-;6
"261140 Primavera";-;-;-;-;-;-;-;3;-;-;-;-;3
"261150 Quipapá";-;-;-;-;-;-;3;-;-;-;1;-;4
"261160 Recife";-;1;-;-;-;-;-;-;-;-;-;-;1
"261180 Ribeirão";1;1;-;2;3;1;1;-;1;1;-;1;12
"261190 Rio Formoso";-;-;-;1;-;-;-;-;-;1;-;-;2
"261200 Sairé";-;-;-;-;-;-;-;-;-;1;-;-;1
"261220 Salgueiro";-;-;-;-;1;2;-;-;-;-;1;1;5
"261240 Sanharó";-;2;-;-;-;-;1;-;-;-;-;-;3
"261245 Santa Cruz";-;-;-;-;-;-;-;-;-;-;-;1;1
"261290 São Benedito do Sul";1;-;-;-;1;-;2;-;-;-;-;-;4
"261340 São José da Coroa Grande";-;-;-;-;-;-;1;-;-;-;-;-;1
"261380 São Vicente Ferrer";1;-;-;-;-;-;-;2;1;-;-;1;5
"261420 Sirinhaém";-;1;1;-;4;4;1;2;2;-;-;-;15
